image_set_name,external_url_large,external_url_small,locale,abstract_sku,concrete_sku,sort_order,product_image_key,product_image_set_key
default,//images.icecat.biz/img/norm/high/25904006-8438.jpg,//images.icecat.biz/img/norm/medium/25904006-8438.jpg,de_DE,001,,0,product_image_1,
default,//images.icecat.biz/img/norm/high/25904004-9055.jpg,//images.icecat.biz/img/norm/medium/25904004-9055.jpg,de_DE,002,,0,product_image_2,
default,//images.icecat.biz/img/norm/high/26138343-5454.jpg,//images.icecat.biz/img/norm/medium/26138343-5454.jpg,de_DE,003,,0,product_image_3,
default,//images.icecat.biz/img/gallery/30663302_6177.jpg,//images.icecat.biz/img/gallery_mediums/30663302_6177.jpg,de_DE,004,,0,product_image_4,
default,//images.icecat.biz/img/gallery/30663301_9631.jpg,//images.icecat.biz/img/gallery_mediums/30663301_9631.jpg,de_DE,005,,0,product_image_5,
default,//images.icecat.biz/img/gallery/30692993_5119.jpg,//images.icecat.biz/img/gallery_mediums/30692993_5119.jpg,de_DE,006,,0,product_image_6,
default,//images.icecat.biz/img/gallery/30691822_1486.jpg,//images.icecat.biz/img/gallery_mediums/30691822_1486.jpg,de_DE,007,,0,product_image_7,
default,//images.icecat.biz/img/gallery/30692992_1205.jpg,//images.icecat.biz/img/gallery_mediums/30692992_1205.jpg,de_DE,008,,0,product_image_8,
default,//images.icecat.biz/img/gallery_mediums/30692991_6058401644.jpg,//images.icecat.biz/img/gallery_lows/30692991_6058401644.jpg,de_DE,009,,0,product_image_9,
default,//images.icecat.biz/img/gallery/30692994_4933.jpg,//images.icecat.biz/img/gallery_mediums/30692994_4933.jpg,de_DE,010,,0,product_image_10,
default,//images.icecat.biz/img/gallery_mediums/30663301_9631.jpg,//images.icecat.biz/img/gallery_lows/30663301_9631.jpg,de_DE,011,,0,product_image_11,
default,//images.icecat.biz/img/gallery/25904598_3791.jpg,//images.icecat.biz/img/gallery_mediums/25904598_3791.jpg,de_DE,012,,0,product_image_12,
default,//images.icecat.biz/img/norm/high/25904584-3409.jpg,//images.icecat.biz/img/norm/medium/25904584-3409.jpg,de_DE,013,,0,product_image_13,
default,//images.icecat.biz/img/gallery/25919241_0663.jpg,//images.icecat.biz/img/gallery_mediums/25919241_0663.jpg,de_DE,014,,0,product_image_14,
default,//images.icecat.biz/img/norm/high/25904009-6055.jpg,//images.icecat.biz/img/norm/medium/25904009-6055.jpg,de_DE,015,,0,product_image_15,
default,//images.icecat.biz/img/norm/high/21748907-Sony.jpg,//images.icecat.biz/img/norm/medium/21748907-Sony.jpg,de_DE,016,,0,product_image_16,
default,//images.icecat.biz/img/norm/high/21748906-Sony.jpg,//images.icecat.biz/img/norm/medium/21748906-Sony.jpg,de_DE,017,,0,product_image_17,
default,//images.icecat.biz/img/norm/high/21081477-Sony.jpg,//images.icecat.biz/img/norm/medium/21081477-Sony.jpg,de_DE,018,,0,product_image_18,
default,//images.icecat.biz/img/norm/high/21081473-Sony.jpg,//images.icecat.biz/img/norm/medium/21081473-Sony.jpg,de_DE,019,,0,product_image_19,
default,//images.icecat.biz/img/norm/high/21081478-Sony.jpg,//images.icecat.biz/img/norm/medium/21081478-Sony.jpg,de_DE,020,,0,product_image_20,
default,//images.icecat.biz/img/norm/high/21081475-Sony.jpg,//images.icecat.biz/img/norm/medium/21081475-Sony.jpg,de_DE,021,,0,product_image_21,
default,//images.icecat.biz/img/norm/high/21994751-Sony.jpg,//images.icecat.biz/img/norm/medium/21994751-Sony.jpg,de_DE,022,,0,product_image_22,
default,//images.icecat.biz/img/norm/high/21758366-Sony.jpg,//images.icecat.biz/img/norm/medium/21758366-Sony.jpg,de_DE,023,,0,product_image_23,
default,//images.icecat.biz/img/norm/high/21987578-Sony.jpg,//images.icecat.biz/img/norm/medium/21987578-Sony.jpg,de_DE,024,,0,product_image_24,
default,//images.icecat.biz/img/norm/high/21764665-Sony.jpg,//images.icecat.biz/img/norm/medium/21764665-Sony.jpg,de_DE,025,,0,product_image_25,
default,//images.icecat.biz/img/norm/high/21748904-Sony.jpg,//images.icecat.biz/img/norm/medium/21748904-Sony.jpg,de_DE,026,,0,product_image_26,
default,//images.icecat.biz/img/norm/medium/7822599-Sony.jpg,//images.icecat.biz/img/norm/low/7822599-Sony.jpg,de_DE,027,,0,product_image_27,
